county_id,county_pop,county_weighted_dist
06083,438786,12.722595703440856
06085,1900877,7.219504158418983
06087,270904,13.70641759760653
06089,177154,19.031727770278966
06091,2901,78.077046
06093,43120,108.45790321027363
06095,434247,7.780420356944319
06097,496731,11.024775351993332
06099,531868,13.541488539994884
06101,94582,9.950278270728047
06103,62566,53.52402027901735
06105,12741,100.19504146840909
06107,453749,25.450019463324434
06109,53660,96.76394921569138
06111,838094,8.776424207029281
06113,212721,9.16203963880858
06115,74304,13.484722418322027
08001,490348,7.376863681642425
08003,16179,204.41032746751964
08005,628698,7.669377821018995
08007,12836,155.55040647281083
08009,3535,192.30588785544555
08011,5787,162.212409
08013,318101,6.744141828183501
08014,65509,6.193871633119114
08015,18982,134.24503951885995
08017,1960,212.10102799999999
08019,9332,56.063002898414055
08021,7998,240.0019518428357
08023,3632,173.81793399339205
08025,5600,85.779655
08027,4631,84.235804
08029,30117,85.34393221502806
08031,684288,5.55541890518612
08033,1834,106.185217
08035,325692,9.175083317431808
08037,53834,75.48536953007394
08039,25006,38.81339110189554
08041,679311,11.309807593775165
08043,46628,66.63493647018959
08045,57966,43.629690428561574
08047,5817,45.149198999999996
08049,14981,128.84215152686738
08051,16354,167.14803766051116
08053,867,273.840302
08055,6565,86.60856908057882
08057,1276,170.494292
08059,564470,11.217193408556698
08061,1430,185.49787099999998
08063,7539,223.78144163151612
08065,7556,143.34571186566964
08067,54477,92.91463320907904
08069,334618,11.450038739571688
08071,14050,159.70569765622778
08073,5491,128.54094803806228
08075,21409,145.50627811504506
08077,148308,12.271066585902313
08079,814,290.029482
08081,12908,177.3105844695538
08083,25662,99.88809129650846
08085,40876,109.04616975273997
08087,27955,88.39676393174744
08089,18177,95.99406294124442
08091,4691,142.010301
08093,17310,73.61498872472559
08095,4292,147.33606992404472
08097,17754,57.45011316075251
08099,11861,141.8113743261951
08101,162989,11.63092315794317
08103,6372,109.27701838229757
08105,11285,247.66248759273373
08107,24704,157.6221339680214
08109,6387,234.99540434852045
08111,544,158.506087
08113,7885,163.80808415091948
08115,2291,127.89486399999997
08117,30165,114.49276206921928
08119,23917,17.577615019860353
08121,4803,143.44095716552155
08123,291199,12.80348568540414
08125,9913,206.4566384986382
09001,934145,6.679154210664296
09003,885634,8.51853834898841
09005,181569,23.92417717632966
09007,161754,16.735894448576232
09009,851227,8.613319569605993
09011,266544,11.858890891849
09013,150117,9.735578206925265
09015,115799,12.902853959317437
10001,172647,11.848019654694262
10003,549898,10.364280034508216
10005,217106,16.19894262466721
11001,675182,8.894511624175408
12001,260637,10.28300626632059
12003,27390,58.95543945892661
12005,180081,13.019986305001636
12007,26816,42.61275402968377
12009,571650,9.689605547392635
12011,1888071,4.884588981118824
12013,14353,61.02735589618895
12015,175798,9.066802338416819
12017,142288,16.942887183002078
12019,205518,13.0831231368104
12021,360213,15.784841265851037
12023,68193,68.37789758076342
12027,36141,40.48931319672948
12029,16294,85.3392357774641
12031,911148,9.931055575347802
12033,308183,10.6284439799048
12035,106524,12.28424108967932
12037,11678,95.78801749195067
12039,45679,16.790109755642636
12041,17590,46.60560059351904
12043,13328,59.5993240527461
12045,15953,59.26322181100734
12047,14157,57.42323751924843
12049,27024,44.64378406723653
12051,39680,66.16619965917339
12053,181018,13.122664860903333
12055,101453,18.183497072003785
12057,1363065,7.3149261296761345
12059,19244,33.35576266586988
12061,149759,13.018891132639776
12063,47968,53.433346529227826
12065,13961,40.39058954186662
12067,8633,89.09493799953667
12069,331638,11.991700886662565
12071,711922,13.230304886819065
12073,284819,9.82754475952447
12075,39667,42.949586402979804
12077,8273,67.58807350284056
12079,18381,54.345627279854206
12081,370627,9.132390874666445
12083,345540,14.976642482054178
12085,156349,10.022860908461201
12086,2685410,6.321222782054509
12087,75570,174.49953636810903
12089,79737,22.09727302327652
12091,197689,23.217772760816235
12093,40068,12.995226644629131
12095,1306250,11.623932176232728
12097,334506,10.897840953142843
12099,1432025,7.461121859198687
12101,505939,8.568098086318704
12103,949475,5.698837221657231
12105,661489,11.789208833504413
12107,72042,51.013789593889676
12109,233528,14.617327780891372
12111,302915,8.137556040757309
12113,168401,22.943643663327418
12115,409360,8.859292955440198
12117,451215,9.102516841935664
12119,120514,16.292822506820787
12121,43486,79.65099496104492
12123,21779,93.37881410588182
12125,15121,51.98260070087957
12127,522036,10.117506271929521
12129,31646,37.8664614853694
12131,65024,47.51240389466966
12133,24336,56.823905031434926
13001,18148,58.26271919054442
13003,8159,73.62675823127834
13005,11075,84.07137178654627
13007,3154,46.74393212238428
13009,44816,49.25156204400215
13011,18312,27.27325850021844
13013,75996,29.256994683575453
13015,102312,12.87041039292556
13017,16950,96.84329004153392
13019,18875,49.79451346182781
13021,151234,7.833065665247234
13023,12669,45.73343642529008
13025,18374,101.46048298508762
13027,15539,31.589387492052257
13029,35397,33.41158574133401
13031,74133,71.70870456323094
13033,22221,48.64725976261194
13035,23488,32.18673622913828
13037,6405,54.30462313224044
13039,51833,47.306148949858205
13043,10697,45.47468291287277
13045,114614,10.077713754026556
13047,65736,15.886831328054642
13049,12948,80.24172885518999
13051,283038,10.884932292939464
13053,10521,25.241762574280013
13055,24596,38.28698021906001
13057,238772,16.004809705497294
13059,123151,6.44408352964247
13061,2977,44.707440999999996
13063,274249,8.961372046344746
13065,6657,62.61804963181613
13067,735793,10.453488936513395
13069,42444,91.5684380850768
13071,44942,60.54442257645411
13073,144986,14.59977956492351
13075,16857,38.82807860675091
13077,138775,12.812253271338498
13079,12166,38.12838151076771
13081,22660,62.27551142625772
13083,16040,35.30167697630923
13085,23694,36.76203793825441
13087,26546,44.074571639606724
13089,734063,9.801621709148941
13091,20767,45.721385784562045
13093,13807,74.27268686130223
13095,89660,8.342634649018514
13097,140048,18.0163747863304
13099,10276,53.038446932950556
13101,3983,36.8652515864926
13103,57628,40.49586306170611
13105,19058,33.38039650865778
13107,22109,50.05990039056492
13109,10628,49.99102582122695
13111,24679,86.89504770910492
13113,110633,11.46797509884031
13115,95766,10.131507147202557
13117,217491,13.875662655971972
13119,22270,44.067637538033225
13121,1009519,9.02777195218515
13123,29602,59.18333995648942
13125,3001,65.07945
13127,82897,98.2813510553096
13129,56128,34.72565102070268
13131,24651,53.09775104758428
13133,16857,58.29523244563089
13135,891437,14.464189747962
13137,43834,11.29852484356892
13139,193658,13.994654338979023
13141,8525,84.90942112903227
13143,28734,13.360685193464187
13145,33349,29.22987035215449
13147,25328,42.60588224147189
13149,11511,34.042092609330204
13151,219456,13.981298652969162
13153,149459,33.261312891522095
13155,9193,87.13385311922116
13157,65170,26.245713084256558
13159,13667,51.43805292134338
13161,14699,53.89907122913124
13163,15472,62.33399053761634
13165,8667,75.05151169655014
13167,9653,37.84868869584585
13169,28213,18.87600780980399
13171,18291,25.066294743152373
13173,10227,33.26458175036667
13175,46871,13.57594052296729
13177,29040,16.198243462465566
13179,60718,53.495346219687725
13181,7733,51.932325910642696
13183,17908,73.1963750154121
13185,113110,9.75081320686942
13187,31684,41.881435756028274
13189,21286,40.21066298712769
13191,13967,76.19799398725567
13193,13388,76.81623564266508
13195,28513,24.49751675737383
13197,8430,54.7074300455516
13199,20936,42.1378541725258
13201,5779,66.42061097317875
13205,22283,45.71842411672575
13207,26742,30.268296263181508
13209,8932,22.19574270017913
13211,18161,46.167061673641314
13213,39044,25.67252638021207
13215,193758,8.70984612571868
13217,105187,20.907316755502105
13219,36521,15.826195602749104
13221,14598,16.682430544732156
13223,154100,20.95277586168722
13225,26846,36.50121512128436
13227,30596,37.26996858389986
13229,18857,110.42516226700961
13231,17947,22.194108956650133
13233,41050,32.07715507295981
13235,11232,64.3231832304131
13237,21314,66.83001308412312
13239,2236,15.331512
13241,16299,36.91008203693478
13243,6983,49.93400662022054
13245,198485,10.772247229508528
13247,88006,8.795283648694408
13249,5176,77.82581914799073
13251,13798,75.72161597666329
13253,8358,61.91659001782724
13255,63889,8.15598621216485
13257,25455,29.062640142643883
13259,6037,46.28218727662747
13261,30006,58.385630630407256
13263,6349,52.038376661994015
13265,1648,59.516344999999994
13267,25152,43.38213306715172
13269,8157,69.46643714208655
13271,15909,65.87737081809038
13273,8768,37.8818605634124
13275,44128,55.67762914179206
13277,39731,68.05851001575596
13279,26675,11.219291429915652
13281,11233,62.43547132787323
13283,6672,31.946845598770985
13285,68795,47.210874967977325
13287,7929,57.20297483932399
13289,8210,34.39607537295981
13291,22586,73.69574252691935
13293,25936,43.12106141047193
13295,68017,26.913633675654616
13297,89013,26.793836029636118
13299,35213,99.9163628150967
13301,5292,59.96678942176871
13303,20187,58.76564361826918
13305,29400,94.65422299918367
13307,2600,68.42523958423077
13309,7907,43.40851932123435
13311,28568,27.65955415986419
13313,102398,10.669166691380692
13315,8814,85.2295236226458
13317,9772,47.6319508674785
13319,8980,37.942433210244985
13321,20402,34.101207681942945
16001,442005,8.844361964810354
16003,3978,165.73328572021117
16005,83763,83.72419726959396
16007,5882,112.90938096140769
16009,9014,90.64118255868648
16011,44855,51.228078049292165
16013,21761,140.91694212407518
16015,7121,81.479648
16017,42357,27.722984894090704
16019,110644,9.85459967653917
16021,11443,36.789533234116924
16023,2584,133.506439
16025,877,131.603253
16027,209321,7.651062269041329
16029,6804,114.12214090343916
16031,23271,20.004025010399207
16033,1048,91.381569
16035,8586,101.89513728441649
16037,4105,281.132698
16039,26068,79.11405100728864
16041,13130,46.39785381035796
16043,12881,31.999913799549727
16045,16868,49.44228853313967
16047,15041,57.76814478605146
16049,16192,146.85901236363634
16051,27552,29.09714312416521
16053,22907,23.784559541188283
16055,152186,37.90059700574954
16057,38902,29.532738899054035
16059,7718,250.60941767647063
16061,3819,79.11994127939252
16063,5267,64.684349
16065,37635,8.95148159713033
16067,20317,20.768536875522962
16069,39584,16.881384974964632
16071,4249,73.972461
16073,11334,67.97694766040233
16075,22687,43.29368495728831
16077,7556,108.1076760878772
16079,12347,118.11950800105289
16081,10887,14.252717999999998
16083,82142,11.60563740658859
16085,10162,193.39462411552844
16087,9902,97.68762300605938
17001,65627,11.535015566839869
17003,6452,37.11613999023559
17005,16605,8.575719796446856
17007,53053,17.741575152941397
17009,6578,25.564011167072056
17011,33008,12.359293907840524
17013,4833,45.74271123463688
17015,14414,41.74501854689884
17017,12554,24.792191155249323
17019,207189,9.886286204253123
17021,33049,9.491390830009985
17023,15663,36.20383807105918
17025,13189,8.256668725225566
17027,37223,15.878209112537945
17029,51152,12.108831823584609
17031,5160114,4.360521901227765
17033,18882,9.502985976167778
17035,10734,30.564210120365196
17037,103223,10.039661717185124
17039,15893,9.640237145409927
17041,19388,38.39673446802146
17043,921820,6.309385591765203
17045,17288,10.781833928505323
17047,6420,29.735463900623056
17049,33808,13.180749284666351
17051,21440,16.69047532168843
17053,13273,18.86056320018082
17055,38783,12.845740002269038
17057,35199,13.502444631665675
17059,5112,24.872652678403753
17061,13043,17.65286803488461
17063,49935,13.838648280064081
17065,8129,7.961152081559847
17067,17967,19.788310895530692
17069,3976,43.15524947837022
17071,6827,35.481150968067965
17073,48957,11.230796993136831
17075,27905,19.765025790216807
17077,57887,8.606665054381814
17079,9471,32.57760971903706
17081,37631,11.761958640030826
17083,21941,12.733159384759126
17085,21692,21.17237528379126
17087,12439,33.8132278472546
17089,524186,7.300958460931806
17091,109843,11.151107726282055
17093,123007,11.641100158852748
17095,50507,9.559438526323083
17097,695756,10.38688170113948
17099,109278,13.560792843408553
17101,16015,9.268109418669999
17103,34143,14.837651885715958
17105,35937,17.344077908979607
17107,28899,10.42462331987266
17109,30620,10.508014806629653
17111,304903,13.008022117335676
17113,171228,8.068677492034013
17115,105347,7.784375056831235
17117,45246,15.012773185320249
17119,262586,10.251674173009986
17121,37618,8.01640818334308
17123,11597,33.81346412322152
17125,13681,19.21195446210072
17127,14320,9.403319978631286
17129,12190,33.719616413863825
17131,15579,14.463198792220297
17133,33548,21.21873089617861
17135,28699,10.694557466044115
17137,34105,9.56512954883448
17139,14541,33.71924478818514
17141,50695,19.37167855461091
17143,181871,9.262325881426946
17145,21130,5.571485537955513
17147,16219,13.41091860638757
17149,15564,15.485063948342328
17151,4229,32.40756279144006
17153,5536,34.657816690751446
17155,5675,17.675425159295155
17157,32222,9.236351405095897
17159,15752,5.062403428580498
17161,143409,7.435125397018319
17163,260116,9.956309319511297
17165,23909,6.679903775105609
17167,195617,10.892349740549134
17169,6972,9.305968646012621
17171,4981,29.712282128287498
17173,21612,14.986393895197113
17175,5425,24.6325820353917
17177,45105,10.175149611994236
17179,132396,10.74675346360917
17181,16894,12.652395098259737
17183,77449,10.535456113958862
17185,11501,5.63091938240153
17187,17186,8.177399625974632
17189,14009,11.71793764822614
17191,16255,14.398370212796062
17193,13935,35.373128212414784
17195,55897,15.39943809376174
17197,680813,10.750947096657965
17199,66646,8.425965127599556
17201,282851,7.368475670427188
17203,38396,15.614958342822167
18001,34537,27.334523096939513
18003,364779,7.684226714638179
18005,81025,31.286646915087932
18007,8567,41.578766520835764
18009,11949,32.38622444263118
18011,63486,22.21158819936679
18013,14902,32.97187851536706
18015,19795,33.80562128370801
18017,37702,25.70733469012254
18019,114221,16.21644538315196
18021,26014,28.46748623902514
18023,31816,30.143980770681413
18025,10446,59.7045099188206
18027,32417,42.38436756874479
18029,49170,24.55920653205206
18031,26432,27.702504546837165
18033,42366,26.18447896178539
18035,114449,8.074568579734205
18037,41832,69.28269782491871
18039,200525,13.943450572372521
18041,22980,41.30826129129678
18043,75918,8.123330047788405
18045,16314,42.62663801544685
18047,22595,21.94450285120602
18049,19994,34.605250803341
18051,33167,25.15209327515301
18053,66400,41.84861398073796
18055,31970,44.897847090616196
18057,312657,13.074022474891017
18059,73120,23.235453678583152
18061,39299,34.93539305486144
18063,159099,10.009454395125047
18065,48050,33.041053261664935
18067,81663,6.101388614452078
18069,35826,32.07123167093731
18071,43332,11.565253662420384
18073,33010,48.24874482244775
18075,20736,39.5744696450135
18077,31646,57.08215238510396
18079,27458,27.010459122368708
18081,149929,8.22069376498209
18083,36987,12.772364560872742
18085,77622,13.79449565873077
18087,38428,48.238932644139695
18089,480708,6.657740495142582
18091,109321,10.351418978906157
18093,44960,41.95875297942616
18095,128021,10.354095255005037
18097,932176,6.880829959258766
18099,46187,13.433295011171975
18101,10116,66.52598833274023
18103,35556,10.632190111964224
18105,144029,7.012267264245396
18107,37796,45.34515578463329
18109,69071,17.446095114737012
18111,13846,38.94104615506284
18113,46793,38.49970704186523
18115,5838,53.029858233812945
18117,19307,67.2575769075465
18119,20717,37.19917446826277
18121,16847,39.38063923606577
18123,18912,54.995658964308376
18125,12247,45.79939538099126
18127,166551,12.377243201806055
18129,25307,29.84450580902517
18131,12547,57.474943523949946
18133,37247,37.68011874542916
18135,24696,34.46987024809685
18137,28101,21.599119664673854
18139,16532,47.968115797967585
18141,265645,7.495740972662764
18143,23524,38.49173958327665
18145,43904,29.05760519872904
18147,20328,35.9624119287682
18149,22643,33.38749423742437
18151,34075,56.2491388662069
18153,20598,35.31347679536848
18155,10531,76.48630043148799
18157,186830,10.294157138505593
18159,15025,21.78494035906822
18161,7094,27.160707777699464
18163,179433,6.865244856626151
18165,15410,25.26138748760545
18167,106534,7.687302481855559
18169,31344,28.665465578037264
18171,8202,35.51920984930505
18173,61521,13.180795695616133
18175,27498,43.71515450003637
18177,66040,11.22018372551484
18179,27595,9.9170337948179
18181,23974,45.471854168390756
18183,33188,27.88759782797999
19001,7100,90.3365442484507
19003,3690,83.73020988888891
19005,13719,79.47749886551497
19007,12389,79.36086054596821
19009,5584,106.81616863628224
19011,25339,38.97562519097044
19013,131281,10.060260782839862
19015,26145,29.763452735131
19017,24558,33.39493391872302
19019,20873,43.213726891582425
19021,20040,98.53788687255489
19023,14574,49.396830394057915
19025,9667,43.746956690493434
19027,20167,97.71268841513363
19029,13009,80.09893395441617
19031,18250,39.32017672312329
19033,42508,9.041934854474453
19035,11296,85.42738073911117
19037,11920,61.343778821140944
19039,9129,70.57043526070763
19041,16065,139.41121376601308
19043,17532,81.97757932837098
19045,46712,45.181940073492896
19047,16980,102.06682474858655
19049,82671,28.644177252289193
19051,8705,73.77230937759907
19053,7966,63.33521922771781
19055,17093,64.28970060814369
19057,39177,54.129331375934854
19059,16857,140.10433035801148
19061,95670,10.25781173147277
19063,9463,130.29984276307727
19065,19598,69.8811052448209
19067,15677,45.707814768131655
19069,10184,51.224610038982725
19071,6881,65.69278249745678
19073,8935,62.5518421037493
19075,12202,46.23948756212095
19077,10625,77.58602809590587
19079,14946,36.67797117221999
19081,10812,42.89931041370699
19083,16906,70.7248546136283
19085,13998,50.538292282397485
19087,19690,80.2866208524124
19089,9101,90.45889349752774
19091,9445,33.47462191445209
19093,6848,81.88310619231892
19095,16103,46.81310387288083
19097,19123,48.69178872933117
19099,36518,50.424016878169674
19101,17877,92.57080139038989
19103,144889,8.563893742257866
19105,20377,48.944102161751
19107,10100,79.83570431663367
19109,14882,77.36232501431259
19111,34028,43.50775600335018
19113,219738,10.019125328204499
19115,11078,69.92546412511284
19117,8497,83.71800425291279
19119,11595,51.2970556348426
19121,15743,50.30171001238646
19123,22019,96.18933461637677
19125,32803,63.25448745465354
19127,39750,61.07956345406289
19129,14837,31.24279026730471
19131,10529,51.74213243812328
19133,8701,65.51120211814735
19135,7724,105.7952171988607
19137,10032,75.36427975398723
19139,42412,45.127942125671986
19141,13661,99.41047648027231
19143,6028,95.41078489482415
19145,15211,69.67546062934719
19147,8941,104.1800147630019
19149,24749,37.17128999818175
19151,6835,67.17726576883688
19153,467583,10.971806063618653
19155,92460,11.696090060793855
19157,18478,83.06911988337481
19159,4916,58.41721396541903
19161,9733,80.15276547344087
19163,170038,7.371387934020631
19165,11575,70.31152330539956
19167,34303,70.99322017380403
19169,96040,9.042329906445229
19171,16848,64.75416994023028
19173,6155,59.38551907408612
19175,12263,95.93513149710512
19177,7166,99.32898466243371
19179,34896,102.6889267241231
19181,48762,26.812023379844955
19183,21793,43.67126712994999
19185,6320,95.13765239018987
19187,36310,9.789568540071606
19189,10431,56.06172719250311
19191,20230,91.34966815773605
19193,100990,9.177992957629469
19195,7392,32.496481435064936
19197,12635,56.648797357419866
20001,12484,125.08271063056714
20003,7779,83.04108496194884
20005,16129,48.234917777419554
20007,4685,128.21159565528282
20009,26474,92.08693671738308
20011,14442,72.32314001620273
20013,9544,73.03965490989103
20015,65819,36.94495047683799
20017,2623,112.58066799999999
20019,3337,121.04117399999998
20021,20156,28.745809592974794
20023,2654,126.687274
20025,2037,112.77371799999999
20027,8075,92.77237858142415
20029,8921,83.33764728595447
20031,8191,103.84084840397998
20033,1778,96.220046
20035,35137,54.43138545228677
20037,38560,56.09013228008298
20039,2849,143.0899379017199
20041,18792,49.19115589814815
20043,7624,34.36408430167891
20045,118012,8.90100861036166
20047,2911,113.67512012023359
20049,2548,114.02026699999999
20051,28619,7.779868396135434
20053,6242,68.59818249823775
20055,36290,7.00752600537338
20057,33959,85.48701000350424
20059,25305,47.705316274214574
20061,34046,79.05381706582273
20063,2582,105.68809427807902
20065,2506,95.47387797924979
20067,7585,83.22617028477258
20069,5952,52.09588190524193
20071,1196,113.81402499999999
20073,6103,104.68544197951825
20075,2580,85.43697399999999
20077,5617,91.62148755705893
20079,34110,42.26175693195544
20081,3970,48.960314000000004
20083,1835,90.201525
20085,13137,51.1927062913146
20087,18626,33.3521354139375
20089,2864,105.57379074755586
20091,578804,6.985693538137262
20093,3881,43.467739
20095,7383,67.03743457862656
20097,2510,135.864303
20099,20053,86.03580548671022
20101,1595,84.501997
20103,79095,12.100095056994753
20105,3067,71.73226600000001
20107,9548,80.15198568181819
20109,2771,127.69881500000001
20111,32907,91.79608588099796
20113,28383,41.9764011876123
20115,11930,79.33975256965633
20117,9669,118.84280605626228
20119,4207,113.17860428618967
20121,32682,38.19803191013402
20123,6099,101.36090865027053
20125,32552,114.67327029276235
20127,5518,97.71521009206234
20129,2830,154.24553999999998
20131,9979,106.06600333430204
20133,15853,132.29391114848923
20135,2895,99.30896434645942
20137,5449,143.64929899999998
20139,15700,47.52141465165605
20141,3561,94.13143999999998
20143,5868,45.71631672903886
20145,6683,91.11990661200059
20147,5328,107.8917784801051
20149,23253,70.65602102296478
20151,9487,100.10351593559608
20153,2461,164.937972
20155,62433,10.21750061310525
20157,4641,119.59666406227107
20159,9644,50.52566697791373
20161,74348,90.9719321835288
20163,5062,52.888671813512445
20165,3065,44.05696687438825
20167,6903,46.45787005345502
20169,54027,4.960728495437467
20171,4886,58.54683000000001
20173,505013,11.340329086704699
20175,22291,106.84196394455162
20177,176290,9.602837746622043
20179,2455,143.82701482851326
20181,5899,138.3596361764706
20183,3638,118.43886677872457
20185,4175,80.4593162617964
20187,2057,118.65989499999999
20189,5679,116.30176647737277
20191,22895,53.43853672605373
20193,7732,174.69428146456286
20195,2858,53.687343
20197,6837,54.24641973277753
20199,1560,130.02138200000002
20201,5470,128.96532037294332
20203,2113,97.332063
20205,8651,140.33977045393598
20207,3130,143.5729875399361
20209,161697,7.243560871729222
21001,19124,62.437160759307666
21003,20572,36.52189502785339
21005,21858,20.56824515403971
21007,8002,35.75018138165459
21009,42878,13.096544306497504
21011,12084,26.149797998096656
21013,26812,18.775999408846786
21015,127851,11.13001566131669
21017,19868,29.494069330330184
21019,47621,9.6223623828983
21021,29689,9.396101121122303
21023,8211,70.51162888430154
21025,12937,86.45867882291103
21027,19762,56.74095893588705
21029,78712,29.24794330459142
21031,12616,45.8713383137286
21033,12580,79.3108682717011
21035,38445,39.53017606840941
21037,91297,10.228537779631313
21039,4808,35.176654150374375
21041,10506,69.83906056643822
21043,26950,49.1160799167347
21045,15680,41.78058641613521
21047,71120,73.5985354795838
21049,35501,26.29998208157517
21051,20232,84.59354510483394
21053,10106,78.35677503918464
21055,9035,75.39421112197012
21057,6609,64.22932732834015
21059,98538,11.812676660679129
21061,12024,37.05911394020293
21063,7439,69.14694634749294
21065,14118,51.92364984792463
21067,314788,6.603719308645818
21069,14323,52.586072219297634
21071,36526,23.188550026693314
21073,49782,10.873306741754048
21075,6127,59.95744307181329
21077,8580,44.570702364335666
21079,17123,23.707217881212404
21081,24591,43.422781062299215
21083,36836,13.648246877972635
21085,25798,53.80805816055509
